Age,Make,Model,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
6,Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],13650,71800,Diesel,Manual,Lucknow,Black,First,Individual,1956,171.0,1750,FWD,4395.0,1818.0,1640.0,5.0,60.0
1,Mercedes-Benz,C-Class C 200 Progressive [2018-2020],63700,5000,Petrol,Automatic,Delhi,White,First,Individual,1497,181.0,1600,RWD,4686.0,1810.0,1442.0,5.0,66.0
3,Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,9035,18000,CNG,Manual,Ghaziabad,Green,First,Individual,1197,68.0,4000,FWD,3805.0,1680.0,1520.0,5.0,60.0
5,Toyota,Fortuner 2.8 4x2 AT [2016-2020],41730,37000,Diesel,Automatic,Delhi,White,First,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
14,Honda,City 1.5 S MT,3497,85000,Petrol,Manual,Mohali,White,Second,Individual,1497,118.0,4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
5,Hyundai,Xcent E Plus CRDi,5785,65555,Diesel,Manual,Varanasi,White,Second,Individual,1186,74.0,1750,FWD,3995.0,1660.0,1520.0,5.0,43.0
2,Land Rover,Evoque SE R-Dynamic,77350,35000,Diesel,Automatic,Delhi,Beige,First,Individual,1999,177.0,1750,AWD,4371.0,1996.0,1649.0,5.0,66.5
5,BMW,X3 xDrive 20d Luxury Line [2018-2020],49400,87000,Diesel,Automatic,Raipur,Blue,First,Individual,1995,190.0,1750,AWD,4657.0,1881.0,1678.0,5.0,67.0
5,Hyundai,Creta 1.6 SX Plus AT Petrol,13000,42000,Petrol,Automatic,Kolkata,White,First,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1630.0,5.0,60.0
5,Mahindra,Scorpio S11 4WD 7 STR,19370,68000,Diesel,Manual,Ludhiana,White,Second,Individual,2179,140.0,1500,AWD,4456.0,1820.0,1995.0,7.0,60.0
1,MG,Astor Sharp EX 1.5 MT,20150,600,Petrol,Manual,Kolkata,Orange,First,Individual,1498,108.0,4400,FWD,4323.0,1809.0,1650.0,5.0,48.0
6,Toyota,Etios Liva VD Dual Tone,6305,86006,Diesel,Manual,Gurgaon,White,First,Individual,1364,67.0,1800,FWD,3884.0,1695.0,1510.0,5.0,45.0
9,Honda,City SV Diesel,5525,75000,Diesel,Manual,Kanpur,White,First,Individual,1498,99.0,1750,FWD,4440.0,1695.0,1495.0,5.0,40.0
9,Mahindra,Scorpio S10,14950,99000,Diesel,Manual,Ludhiana,Silver,First,Individual,2179,120.0,1800,RWD,4456.0,1820.0,1995.0,8.0,60.0
2,Skoda,Superb L&K TSI AT,41535,21651,Petrol,Automatic,Mumbai,Blue,First,Individual,1798,177.0,1250,FWD,4861.0,1864.0,1483.0,5.0,66.0
7,Hyundai,i20 Active 1.4 SX,9425,84000,Diesel,Manual,Aurangabad,White,First,Individual,1396,89.0,1500,FWD,3995.0,1760.0,1555.0,5.0,45.0
9,Mercedes-Benz,M-Class ML 350 CDI,31850,65000,Diesel,Automatic,Chandigarh,White,Second,Individual,2997,254.0,1600,AWD,4804.0,2141.0,1796.0,5.0,70.0
6,Maruti Suzuki,Ciaz Zeta 1.4 AT,9633,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373,91.0,4000,FWD,4490.0,1730.0,1485.0,5.0,43.0
1,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],95550,17000,Diesel,Automatic,Surat,Grey,First,Individual,1950,192.0,1600,RWD,5063.0,1860.0,1494.0,5.0,80.0
3,Mahindra,Thar AX 6-STR Soft Top Diesel MT,20150,28000,Diesel,Manual,Delhi,Black,First,Individual,2184,130.0,1600,AWD,3985.0,1820.0,1920.0,6.0,57.0
8,Honda,City S Diesel,8385,64000,Diesel,Manual,Raipur,White,First,Individual,1498,99.0,1750,FWD,4440.0,1695.0,1495.0,5.0,40.0
9,Honda,City SV Diesel,7150,85000,Diesel,Manual,Jaipur,Silver,First,Individual,1498,99.0,1750,FWD,4440.0,1695.0,1495.0,5.0,40.0
6,Maruti Suzuki,Baleno Alpha 1.2 AT,7735,35000,Petrol,Automatic,Mumbai,Blue,Third,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
8,Volvo,V40 Cross Country D3,20735,44000,Diesel,Automatic,Mumbai,Blue,First,Individual,1984,150.0,1500,FWD,4370.0,1783.0,1458.0,5.0,60.0
6,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],6500,32000,Petrol,Automatic,Chennai,Orange,Second,Individual,998,67.0,3500,FWD,3715.0,1635.0,1565.0,5.0,35.0
7,Maruti Suzuki,Wagon R LXI ABS,4485,49857,Petrol,Manual,Faridabad,White,First,Individual,998,67.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
10,Maruti Suzuki,Wagon R VXI+,3887,46000,Petrol,Manual,Varanasi,White,First,Individual,998,67.0,3500,FWD,3636.0,1475.0,1670.0,5.0,35.0
15,Maruti Suzuki,Wagon R LXi Minor,2080,50000,Petrol,Manual,Varanasi,Silver,Second,Individual,1061,67.0,3500,FWD,3520.0,1475.0,1690.0,5.0,35.0
6,Maruti Suzuki,Baleno Delta 1.2 AT,7410,36000,Petrol,Automatic,Zirakpur,White,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
2,Renault,Kiger RXT Turbo CVT,10400,13000,Petrol,Automatic,Dehradun,White,First,Individual,999,99.0,2200,FWD,3991.0,1750.0,1605.0,5.0,40.0
10,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],4095,45000,Petrol,Manual,Chennai,Grey,First,Individual,998,68.0,3500,FWD,3515.0,1500.0,1510.0,5.0,32.0
12,Mercedes-Benz,S-Class 350 L,24050,26000,Petrol,Automatic,Delhi,Black,First,Individual,3498,272.0,4500,RWD,5226.0,2120.0,1479.0,5.0,90.0
1,Maruti Suzuki,S-Presso VXi CNG,7930,3800,CNG,Manual,Delhi,White,First,Individual,998,58.0,3500,FWD,3565.0,1520.0,1564.0,4.0,55.0
5,Toyota,Innova 2.4 VX 8 STR [2016-2020],25935,35123,Diesel,Manual,Patna,White,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,8.0,55.0
2,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],24375,21000,Diesel,Automatic,Delhi,Grey,First,Individual,1493,114.0,1500,FWD,4315.0,1800.0,1645.0,5.0,50.0
1,Hyundai,Creta SX (O) 1.5 Petrol CVT [2020-2022],22737,2670,Petrol,Automatic,Kolkata,White,First,Individual,1497,113.0,4500,FWD,4300.0,1790.0,1635.0,5.0,50.0
7,Skoda,Rapid Ambition 1.6 TDI CR MT,8320,124000,Diesel,Manual,Coimbatore,Grey,First,Individual,1598,105.0,2500,FWD,4386.0,1699.0,1466.0,5.0,55.0
7,Hyundai,Elite i20 Asta 1.2 (O) [2016],10127,9889,Petrol,Manual,Bangalore,Blue,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
2,Honda,City ZX CVT Petrol,18850,13000,Petrol,Automatic,Delhi,Brown,First,Individual,1497,118.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
5,Tata,Nexon XZA Plus Petrol,11570,35000,Petrol,Automatic,Chennai,Orange,First,Individual,1198,108.0,1750,FWD,3994.0,1811.0,1607.0,5.0,44.0
6,Maruti Suzuki,Baleno Zeta 1.2,8125,51145,Petrol,Manual,Nagpur,Red,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
4,Mercedes-Benz,GLS 350 d,110500,13000,Diesel,Automatic,Mumbai,White,First,Individual,2987,255.0,1600,AWD,5130.0,1934.0,1850.0,7.0,100.0
12,Audi,RS5 4.2 Coupe,37700,56000,Petrol,Automatic,Pune,Red,Third,Individual,4163,444.0,4000,AWD,4649.0,1860.0,1366.0,5.0,64.0
5,Mercedes-Benz,GLC 220 d Progressive,59150,45000,Diesel,Automatic,Mumbai,Grey,First,Individual,2143,168.0,1400,AWD,4656.0,1890.0,1639.0,5.0,66.0
6,Skoda,Superb L&K TDI AT,32500,82900,Diesel,Automatic,Coimbatore,Brown,First,Individual,1968,174.0,1500,FWD,4861.0,1864.0,1483.0,5.0,66.0
9,Maruti Suzuki,Alto 800 Lxi CNG,3237,56843,CNG + CNG,Manual,Navi Mumbai,White,Second,Individual,796,47.0,3500,FWD,3395.0,1490.0,1475.0,5.0,35.0
8,Ford,Figo Duratec Petrol Titanium 1.2,3510,64000,Petrol,Manual,Pune,Grey,First,Individual,1196,70.0,4000,FWD,3795.0,1680.0,1427.0,5.0,45.0
4,Maruti Suzuki,DZire VXi AMT,10725,9644,Petrol,Automatic,Pune,Blue,First,Individual,1197,82.0,4200,FWD,3995.0,1735.0,1515.0,5.0,37.0
6,Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],5525,41624,Petrol,Automatic,Pune,White,Second,Individual,998,67.0,3500,FWD,3695.0,1600.0,1560.0,5.0,35.0
7,Hyundai,Grand i10 Sportz U2 1.2 CRDi,5980,82844,Diesel,Manual,Hyderabad,Grey,First,Individual,1186,74.0,1750,FWD,3765.0,1660.0,1520.0,5.0,43.0
12,Mercedes-Benz,E-Class E250 Elegance,12740,78000,Petrol,Automatic,Ludhiana,White,Second,Individual,2497,204.0,5000,RWD,4868.0,1854.0,1471.0,5.0,80.0
6,Renault,Duster RXL Petrol,10257,60444,Petrol,Manual,Bangalore,Red,First,Individual,1498,105.0,4000,FWD,4315.0,1822.0,1695.0,5.0,50.0
1,BMW,3-Series 330i M Sport Edition,66300,6000,Petrol,Automatic,Raipur,White,First,Individual,1998,248.0,1450,RWD,4633.0,1811.0,1429.0,5.0,57.0
9,Mahindra,Scorpio S10,10075,125000,Diesel,Manual,Lucknow,White,First,Individual,2179,120.0,1800,RWD,4456.0,1820.0,1995.0,8.0,60.0
4,Hyundai,Creta 1.6 SX Plus AT Petrol,18200,13000,Petrol,Automatic,Mumbai,White,First,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1630.0,5.0,60.0
8,Maruti Suzuki,Ertiga VDi,10010,112000,Diesel,Manual,Chennai,Gold,First,Individual,1248,89.0,1750,FWD,4265.0,1695.0,1685.0,7.0,45.0
7,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],5850,53300,Petrol,Manual,Pune,Maroon,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
4,Honda,City SV,10920,34000,Petrol,Manual,Delhi,White,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
2,Mercedes-Benz,S-Class Maybach S 560,240500,21000,Petrol,Automatic,Gurgaon,Black,First,Individual,3982,463.0,2000,RWD,5462.0,1899.0,1498.0,4.0,70.0
6,Land Rover,Evoque HSE Dynamic,52000,25500,Diesel,Automatic,Pune,White,Second,Individual,1999,177.0,1750,AWD,4360.0,2120.0,1635.0,5.0,57.0
8,Mahindra,XUV500 W8 1.99 [2016-2017],8970,157662,Diesel,Manual,Jaipur,Silver,Second,Individual,1997,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
5,Mercedes-Benz,CLA 200 D Urban Sport,36400,20000,Diesel,Automatic,Mumbai,Red,First,Individual,2143,136.0,1400,FWD,4630.0,1777.0,1432.0,5.0,56.0
5,Hyundai,Xcent SX 1.1 CRDi,6825,78900,Diesel,Manual,Vadodara,Silver,First,Individual,1120,71.0,1500,FWD,3995.0,1660.0,1520.0,5.0,43.0
1,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],101140,11000,Diesel,Automatic,Delhi,Black,First,Individual,1950,192.0,1600,RWD,5063.0,1860.0,1494.0,5.0,80.0
6,Tata,Hexa XTA 4x2 7 STR,15600,95785,Diesel,Automatic,Hyderabad,Blue,First,Individual,2179,154.0,1700,RWD,4788.0,1903.0,1791.0,7.0,60.0
6,Ford,Ecosport Titanium 1.5L TDCi,8060,92000,Diesel,Manual,Agra,Brown,First,Individual,1498,99.0,1750,FWD,3998.0,1765.0,1647.0,5.0,52.0
4,Jaguar,F-Pace Prestige,67600,43000,Diesel,Automatic,Delhi,Black,First,Individual,1999,177.0,1750,AWD,4731.0,2071.0,1651.0,5.0,82.0
6,Mercedes-Benz,CLA 200 CDI Sport,25987,39328,Diesel,Automatic,Kolkata,Silver,First,Individual,2143,134.0,1600,FWD,4630.0,1777.0,1432.0,5.0,56.0
3,Toyota,Innova 2.4 ZX AT 7 STR,35425,18625,Diesel,Automatic,Mumbai,Bronze,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
4,Maruti Suzuki,Swift VXi [2014-2017],7670,26000,Petrol,Manual,Lucknow,Blue,First,Individual,1197,83.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
9,MINI,Countryman Cooper D,19357,81000,Diesel,Automatic,Panvel,Purple,Second,Individual,1995,112.0,1750,FWD,4097.0,1789.0,1561.0,5.0,47.0
5,Maruti Suzuki,DZire ZDi Plus AMT,8905,92000,Diesel,Automatic,Ludhiana,White,First,Individual,1248,74.0,2000,FWD,3995.0,1735.0,1515.0,5.0,37.0
4,Mahindra,Scorpio S3 2WD 7 STR,14573,38000,Diesel,Manual,Patna,White,First,Individual,2523,75.0,1400,RWD,4456.0,1820.0,1930.0,7.0,60.0
4,Maruti Suzuki,Wagon R VXI,7085,10340,Petrol,Manual,Delhi,White,First,Individual,998,67.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
8,Audi,Q3 2.0 TDI quattro Premium,17550,47706,Diesel,Automatic,Ranchi,Black,First,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
2,Maruti Suzuki,XL6 Alpha MT Petrol,16887,13400,Petrol,Manual,Mysore,White,First,Individual,1462,103.0,4400,FWD,4445.0,1775.0,1700.0,6.0,45.0
7,Ford,Aspire Titanium1.5 TDCi,5850,44613,Diesel,Manual,Ranchi,Silver,First,Individual,1498,99.0,1750,FWD,3995.0,1695.0,1525.0,5.0,40.0
6,Porsche,718 Cayman [2017-2020],117000,7000,Petrol,Automatic,Faridabad,Red,First,Individual,1988,295.0,1950,RWD,4379.0,1801.0,1295.0,2.0,54.0
4,Maruti Suzuki,Swift VXi [2014-2017],7150,29000,Petrol,Manual,Kolkata,Grey,First,Individual,1197,83.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
3,BMW,3-Series 320d Luxury Line,57070,23000,Diesel,Automatic,Mumbai,White,First,Corporate,1995,188.0,1750,RWD,4633.0,1811.0,1429.0,5.0,57.0
8,Maruti Suzuki,Wagon R LXI CNG (O),5785,67580,CNG,Manual,Pune,White,First,Individual,998,58.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
8,Hyundai,Verna 1.6 VTVT S,6435,42000,Petrol,Manual,Kolkata,Red,First,Individual,1591,121.0,4200,FWD,4375.0,1700.0,1475.0,5.0,43.0
8,Hyundai,Eon 1.0 Kappa Magna AirBag,4680,16205,Petrol,Manual,Pune,White,First,Individual,998,68.0,3500,FWD,3515.0,1550.0,1510.0,5.0,32.0
16,Maruti Suzuki,Grand Vitara 2015 2.0 AT,4485,92000,Petrol,Automatic,Mohali,Black,Third,Individual,1995,120.0,3500,AWD,4470.0,1810.0,1695.0,5.0,66.0
7,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],7345,29000,Petrol,Automatic,Mumbai,Silver,First,Individual,1197,79.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
1,Mercedes-Benz,GLE 300d 4MATIC LWB,122070,14000,Diesel,Automatic,Delhi,White,First,Individual,1950,241.0,1600,AWD,4924.0,2157.0,1772.0,5.0,93.0
6,Mahindra,TUV300 T8 AMT mHAWK100,7995,69000,Diesel,Automatic,Delhi,Black,First,Individual,1493,100.0,1600,RWD,3995.0,1835.0,1839.0,7.0,60.0
8,Honda,City V Diesel,6825,114635,Diesel,Manual,Kolkata,Grey,First,Individual,1498,99.0,1750,FWD,4440.0,1695.0,1495.0,5.0,40.0
5,BMW,X1 sDrive20d xLine,34450,50000,Diesel,Automatic,Delhi,Blue,Second,Individual,1995,184.0,1750,RWD,4454.0,2044.0,1545.0,5.0,63.0
4,BMW,X1 sDrive20d xLine,49205,29221,Diesel,Automatic,Bangalore,Blue,First,Individual,1995,184.0,1750,RWD,4454.0,2044.0,1545.0,5.0,63.0
11,Audi,A6 2.0 TDI Premium,15275,77000,Diesel,Automatic,Mumbai,Blue,Second,Individual,1968,177.0,1750,FWD,4915.0,1874.0,1455.0,5.0,65.0
1,Mercedes-Benz,GLC 220d 4MATIC Progressive,83200,5500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1950,192.0,1600,AWD,4658.0,1890.0,1644.0,5.0,66.0
10,BMW,3-Series 320d Sport Line,18850,70000,Diesel,Automatic,Mumbai,Blue,Second,Individual,1995,184.0,1750,RWD,4624.0,2031.0,1429.0,5.0,60.0
1,Honda,City VX CVT Petrol,18070,32000,Petrol,Automatic,Delhi,Brown,First,Individual,1498,119.0,4300,FWD,4549.0,1748.0,1489.0,5.0,40.0
5,Ferrari,488 GTB,455000,9500,Petrol,Automatic,Delhi,Black,First,Individual,3902,660.0,3000,RWD,4568.0,1952.0,1213.0,2.0,78.0
3,Volkswagen,Tiguan Highline TDI,38870,17904,Diesel,Automatic,Mumbai,White,First,Individual,1968,141.0,1750,AWD,4486.0,1839.0,1672.0,5.0,71.0
11,Land Rover,Evoque Pure SD4,27950,95000,Diesel,Automatic,Coimbatore,White,First,Individual,2179,190.0,1750,AWD,4355.0,2120.0,1635.0,5.0,57.0
5,Mercedes-Benz,GLE 43 4MATIC [2017-2019],110500,25275,Petrol,Automatic,Hyderabad,Black,First,Individual,2996,362.0,2000,AWD,4891.0,2003.0,1719.0,5.0,93.0
7,Maruti Suzuki,Wagon R LXI CNG,5200,67850,CNG,Manual,Mumbai,Red,First,Individual,998,58.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
13,Tata,Nano Base,637,60000,Petrol,Manual,Gurgaon,White,First,Individual,624,35.0,3000,RWD,3099.0,1495.0,1652.0,4.0,15.0
6,Maruti Suzuki,Swift VDi,7930,105000,Diesel,Manual,Pune,Silver,First,Corporate,1248,74.0,2000,FWD,3850.0,1695.0,1530.0,5.0,42.0
4,Hyundai,Creta SX 1.6 AT Petrol,13975,45000,Petrol,Automatic,Raipur,White,First,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1665.0,5.0,55.0
2,Mercedes-Benz,E-Class E 220 d Avantgarde,97500,8000,Diesel,Automatic,Bangalore,White,First,Individual,1950,192.0,1600,RWD,5063.0,1860.0,1494.0,5.0,80.0
5,Toyota,Corolla Altis G AT Petrol,17173,38000,Petrol,Automatic,Mumbai,Gold,First,Corporate,1798,138.0,4000,FWD,4620.0,1775.0,1475.0,5.0,55.0
3,Maruti Suzuki,S-Cross Zeta 1.3,12350,55055,Diesel,Manual,Ludhiana,White,First,Individual,1248,89.0,1750,FWD,4300.0,1785.0,1595.0,5.0,48.0
2,Maruti Suzuki,Baleno Zeta 1.2,10725,22000,Petrol,Manual,Raipur,Blue,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
10,Mitsubishi,Pajero 2.5 MT,16900,95000,Diesel,Manual,Bangalore,Blue,Second,Individual,2477,176.0,2000,AWD,4695.0,1815.0,1840.0,7.0,70.0
9,Maruti Suzuki,Swift ZXi,6045,25704,Petrol,Manual,Mumbai,Red,First,Individual,1197,85.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
7,Maruti Suzuki,Swift DZire VDI,6175,55353,Diesel,Manual,Kanpur,Grey,Second,Individual,1248,74.0,2000,FWD,3995.0,1695.0,1555.0,5.0,42.0
8,Audi,Q3 35 TDI Premium,23075,80000,Diesel,Automatic,Chennai,Silver,First,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
5,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,10725,62000,Petrol,Automatic,Faridabad,Brown,First,Corporate,1197,103.0,1500,FWD,4390.0,1699.0,1467.0,5.0,55.0
4,Ford,Endeavour Titanium 3.2 4x4 AT,44850,41526,Diesel,Automatic,Coimbatore,Silver,First,Individual,3198,197.0,1750,AWD,4892.0,1860.0,1837.0,7.0,80.0
5,Tata,Tiago Revotron XT [2016-2019],4927,29434,Petrol,Manual,Kolkata,Silver,Second,Individual,1047,69.0,1800,FWD,3746.0,1647.0,1535.0,5.0,35.0
6,Datsun,Go D,3120,42000,Petrol,Manual,Lucknow,White,First,Individual,1198,67.0,4000,FWD,3785.0,1635.0,1485.0,5.0,35.0
2,Kia,Seltos HTK Plus 1.5 [2019-2020],19825,14000,Petrol,Manual,Delhi,Black,First,Individual,1497,114.0,4500,FWD,4315.0,1800.0,1645.0,5.0,50.0
9,BMW,3-Series 320d Sport Line,18200,35000,Diesel,Automatic,Kolkata,Brown,First,Individual,1995,184.0,1750,RWD,4624.0,2031.0,1429.0,5.0,60.0
5,Mercedes-Benz,GLA 200 d Sport,31850,61000,Diesel,Automatic,Mumbai,Gold,Second,Individual,2143,134.0,1600,FWD,4424.0,1804.0,1494.0,5.0,50.0
8,Mercedes-Benz,GLA 200 CDI Sport,23270,45000,Diesel,Automatic,Lucknow,White,First,Individual,2143,134.0,1600,FWD,4417.0,1804.0,1494.0,5.0,50.0
4,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],55575,31000,Diesel,Automatic,Delhi,Blue,First,Individual,1950,192.0,1600,RWD,4686.0,1810.0,1442.0,5.0,66.0
3,Hyundai,Elite i20 Sportz 1.2 MT,10075,39000,Petrol,Manual,Mumbai,White,First,Individual,1197,82.0,4200,FWD,3995.0,1775.0,1505.0,5.0,37.0
11,Maruti Suzuki,Estilo VXi BS-IV,2990,52000,Petrol,Manual,Pune,White,First,Individual,998,67.0,3500,FWD,3600.0,1495.0,1595.0,5.0,35.0
5,Hyundai,Eon Era +,3900,51000,Petrol,Manual,Kanpur,White,First,Individual,814,55.0,4000,FWD,3495.0,1550.0,1500.0,5.0,32.0
12,Maruti Suzuki,Alto VXi (O) [2014-2019],2080,72000,Petrol,Manual,Kanpur,Silver,First,Individual,998,67.0,3500,FWD,3545.0,1490.0,1475.0,5.0,35.0
3,Mercedes-Benz,GLE 300d 4MATIC LWB,107900,50000,Diesel,Automatic,Navi Mumbai,White,First,Individual,1950,241.0,1600,AWD,4924.0,2157.0,1772.0,5.0,93.0
7,Audi,Q3 35 TDI Premium + Sunroof,21905,80251,Diesel,Automatic,Delhi,Blue,Second,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
13,Hyundai,i10 Sportz 1.2,3510,86000,Petrol,Manual,Chennai,Grey,Second,Individual,1197,80.0,4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
9,Maruti Suzuki,Alto 800 Lxi,2730,42505,Petrol,Manual,Purnea,Red,First,Individual,796,47.0,3500,FWD,3395.0,1490.0,1475.0,5.0,35.0
6,Hyundai,Elite i20 Asta 1.2,8125,42000,Petrol,Manual,Patna,Silver,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
6,BMW,7-Series 730Ld M Sport,89700,42200,Diesel,Automatic,Mumbai,Black,First,Individual,2993,262.0,2000,RWD,5219.0,1902.0,1481.0,4.0,78.0
4,Kia,Seltos GTX Plus AT 1.4 [2019-2020],19370,57600,Petrol,Automatic,Chennai,White,First,Individual,1353,138.0,1500,FWD,4315.0,1800.0,1645.0,5.0,50.0
5,Mahindra,XUV500 W7 [2018-2020],14235,57000,Diesel,Manual,Lucknow,Black,First,Individual,2179,153.0,1750,FWD,4585.0,1890.0,1785.0,7.0,70.0
9,Ford,Endeavour 3.0L 4x4 AT,11050,85000,Diesel,Automatic,Zirakpur,Black,First,Individual,2953,154.0,2500,AWD,5060.0,1788.0,1826.0,7.0,71.0
7,Hyundai,Tucson 2WD AT GLS Diesel,20800,128000,Diesel,Automatic,Pune,White,Second,Corporate,1995,182.0,1750,FWD,4475.0,1850.0,1660.0,5.0,62.0
12,Toyota,Etios V,3445,66000,Petrol,Manual,Delhi,Black,First,Individual,1496,80.0,3000,FWD,4265.0,1695.0,1510.0,5.0,45.0
10,Volkswagen,Vento Comfortline Petrol,4680,58000,Petrol,Manual,Chandigarh,Bronze,First,Individual,1598,103.0,3800,FWD,4384.0,1699.0,1466.0,5.0,55.0
8,Toyota,Fortuner 3.0 4x2 MT,19305,64120,Diesel,Manual,Delhi,White,Second,Individual,2982,169.0,1400,RWD,4705.0,1840.0,1850.0,7.0,80.0
6,Maruti Suzuki,Ciaz Alpha 1.4 MT,10400,82300,Petrol,Manual,Pune,White,First,Individual,1373,91.0,4000,FWD,4490.0,1730.0,1485.0,5.0,43.0
6,Maruti Suzuki,Vitara Brezza VDi,9230,73000,Diesel,Manual,Lucknow,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
5,Maruti Suzuki,S-Cross Alpha 1.6,9230,72000,Diesel,Manual,Lucknow,Blue,First,Individual,1598,118.0,1750,FWD,4300.0,1765.0,1590.0,5.0,48.0
5,Volkswagen,Polo Highline1.0L (P),9360,50197,Petrol,Manual,Pune,Grey,First,Individual,999,75.0,3000,FWD,3971.0,1682.0,1469.0,5.0,45.0
9,Honda,Amaze 1.2 S i-VTEC,5135,44527,Petrol,Manual,Mumbai,Brown,First,Individual,1198,87.0,4500,FWD,3990.0,1680.0,1505.0,5.0,35.0
6,Audi,A4 35 TDI Technology,36387,72400,Diesel,Automatic,Bangalore,White,First,Individual,1968,188.0,1750,FWD,4726.0,1842.0,1427.0,5.0,54.0
9,Ford,Ecosport Trend 1.5 Ti-VCT,5915,50000,Petrol,Manual,Delhi,White,Second,Individual,1499,109.0,4400,FWD,3999.0,1765.0,1708.0,5.0,52.0
9,Honda,City VX (O) MT,8970,37000,Petrol,Manual,Delhi,White,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
2,Mercedes-Benz,GLS 400d 4MATIC,169000,20000,Diesel,Automatic,Delhi,Blue,First,Individual,2925,326.0,1200,AWD,5207.0,2157.0,1823.0,7.0,90.0
3,Tata,Harrier XZA Plus Dark Edition,25935,8000,Diesel,Automatic,Bhubaneswar,Black,First,Individual,1956,168.0,1750,FWD,4598.0,1894.0,1706.0,5.0,50.0
9,BMW,5-Series 520d Luxury Line,22750,69000,Diesel,Automatic,Jalandhar,White,Second,Individual,1995,190.0,1750,RWD,4899.0,2094.0,1464.0,5.0,65.0
4,BMW,X1 sDrive20d xLine,37700,25000,Diesel,Automatic,Delhi,White,First,Individual,1995,184.0,1750,RWD,4454.0,2044.0,1545.0,5.0,63.0
1,BMW,X1 sDrive20d xLine,58500,17000,Diesel,Automatic,Mumbai,White,First,Individual,1995,184.0,1750,RWD,4454.0,2044.0,1545.0,5.0,63.0
10,Honda,City 1.5 S MT,5850,61000,Petrol,Manual,Delhi,Maroon,First,Individual,1497,116.0,4800,FWD,4440.0,1695.0,1485.0,5.0,42.0
8,BMW,5-Series 520d Luxury Line [2017-2019],27937,69000,Diesel,Automatic,Delhi,Silver,First,Individual,1995,188.0,1750,RWD,4936.0,1868.0,1479.0,5.0,65.0
8,Mercedes-Benz,GL-Class 350 CDI,54600,77000,Diesel,Automatic,Chennai,Black,Second,Individual,2987,258.0,1600,AWD,5120.0,1934.0,1850.0,7.0,100.0
